Record Number;Title;Priority Country Code;Current Assignee;Assignee;Assignee Original;Current Owner;Publication/Issue Date;Filing/Application Date;CPC;IPC All Versions (IC);Simple Family Members;SFAM All countries;Publication Country;360° Quality;Priority Date;Priority Year;Attorney;Attorney Address;Assignee Country;Inventor Country;No. of Assignees;No. of Inventors;Legal Status (Dead/Alive);Legal Quality;Is Litigated;Is Opposed;Litigation Details;Citation Quality;Intrensic Quality;Market Quality;Record Type;Simple Family ID
EP2100539A1;Back rest device;NO;SAVO AS  ( NO );SAVO AS (NO);SAVO AS (NO);SAVO AS;16.sep.09;10.mar.09;"A47C7/405; A47C1/03294; A47C7/46; A47C1/03255";"A47C1/032; A47C7/46";"EP2100539A1
 NO328092B1 / NO20081244L";EP, NO;EP;16.88;10.mar.08;2008;"BOKINGE OLE (582 35 LINKÖPING, SE); BOKINGE OLE IID 09210961 AWAPATENT AB JUNKERSGATAN 1 582 35 LINKOPING SE";AWAPATENT AB JUNKERSGATAN 1;NO;NO-1;1;1;DEAD;25.des;No;No;None;16.55;15.64;des.25;Application;40740129
EP2053364B1;Adaptive Mixing for High Slew Rates;US;OPTOPLAN AS  ( NO );OPTOPLAN AS (NO);OPTOPLAN AS (NO);CGG SA;01.apr.15;24-Oct-2008;"G01D5/35358; G01D5/35303; G01H9/004";"G01D5/26; G01H9/00";"US7715015B2 / US2009111417A1
 EP2053364A1 / EP2053364B1";EP, US;EP;28.63;25-Oct-2007;2007;PLOUGMANN & VINGTOFT A S (2300 COPENHAGEN S, DK);RUED LANGGAARDS VEJ 8;NO;NO-2;1;2;ALIVE;37;No;No;None;30.67;28.nov;20.mai;Patent;40289128
EP1854444A1;Controllable chest compressing device;US;LAERDAL MEDICAL AS  ( NO );LAERDAL MEDICAL AS (NO);LAERDAL MEDICAL AS (NO);LAERDAL MEDICAL AS;14.nov.07;11-May-2007;"A61H31/005; A61H2201/1664; A61H2201/0176; A61H2201/5058; A61H2201/5007; A61H2201/018; A61H31/004; A61H2201/5064; A61H2230/207; A61H2201/1215; A61H31/006; Y10S601/08; A61H2230/04; A61H2201/5061";A61H31/00;"US8007451B2 / US2008119766A1
 US2007270724A1
 EP1854444A1
 JP2007307367A
 AU2007202105A1";AU, EP, US, JP;EP;26.mar;"11-May-2006
21-Nov-2006";2006;"HOFFMANN EITLE (81925 MÜNCHEN, DE); HOFFMANN EITLE IID 00101511 PATENT UND RECHTSANWALTE ARABELLASTRASSE 4 81925 MUNCHEN DE";PATENT  UND RECHTSANWÄLTE ARABELLASTRASSE 4;NO;NO-3;1;3;DEAD;33.5;No;No;None;28.69;29.73;16.25;Application;38474228
EP1808628B1;Clamping device for ducts;NO;PETTERSEN THOR GUNNAR  ( NO );PETTERSEN THOR GUNNAR (NO);PETTERSEN THOR GUNNAR (NO);PETTERSEN THOR GUNNAR;27.jan.10;06.nov.06;"F16B15/0015; F16L3/04; H02G3/32";"F16L3/04; F16B15/00; F16B15/02; F16L; H02G3/32";"EP1808628A2 / EP1808628A3 / EP1808628B1
 DE602006012009D1
 DK1808628T3
 ATE456760T1
 NO325133B1 / NO20055276D0";NO, AT, DK, DE, EP;EP;54.81;09.nov.05;2005;"BERGQUIST KJELL GUNNAR (401 22 GÖTEBORG, SE); BERGQUIST KJELL GUNNAR IID 00091161 ALBIHNSZACCO TORGGATAN 8 BOX 142 401 22 GOTEBORG SE";ALBIHNSZACCO TORGGATAN 8 BOX 142;NO;NO-1;1;1;ALIVE;87;No;No;None;37.89;20.45;67.37;Patent;35432929
EP1795236B1;Ski bindings;DE;ROTTEFELLA AS  ( NO );ROTTEFELLA AS (NO);ROTTEFELLA AS (NO);ROTTEFELLA AS;15.apr.09;7-May-2002;"A63C9/02; A63C9/0807; A63C9/20; A63C2201/06";"A63C9/02; A63C9/08; A63C9/20";"EP1795236A1 / EP1795236B1
 DE10124893A1
 DE50213389D1
 DE50213467D1";DE, EP;EP;68.34;"08-May-2001
22-May-2001
07-May-2002";2001;"POPP EUGEN (80538 MÜNCHEN, DE); POPP EUGEN ET AL IID 00038661 MEISSNER BOLTE & PARTNER WIDENMAYERSTRASSE 48 80538 MUNCHEN DE";MEISSNER BOLTE & PARTNER WIDENMAYERSTRASSE 48;NO;"NO-1; DE-1";1;2;DEAD;81;No;No;None;56.52;61.38;77.99;Patent;7683929
EP4096145B1;PUF KEY TRANSFER OVER SOC INTERCONNECT;GB;NORDIC SEMICONDUCTOR ASA  ( NO );NORDIC SEMICONDUCTOR ASA (NO);NORDIC SEMICONDUCTOR ASA (NO);NORDIC SEMICONDUCTOR ASA;20.sep.23;24-May-2022;"G06F21/73; H04L9/003; H04L9/0819; H04L9/3234; G06F21/602; G06F7/588; G06F13/38; G06F15/7807; G06F21/85; H04L9/0827; H04L9/0877; H04L9/002; H04L63/06; H04L9/0869; H04L9/3278";"H04L9/00; H04L9/08";"US11968306B2 / US2022376920A1
 EP4096145A1 / EP4096145B1
 CN115391846A
 GB2607284A / GB2607284B / GB202107395D0";GB, US, EP, CN;EP;17.54;24-May-2021;2021;DEHNS (LONDON EC4Y 8JD, GB);ST BRIDE'S HOUSE 10 SALISBURY SQUARE;NO;NO-1;1;1;ALIVE;23;No;No;None;01.feb;16.49;36.05;Patent;76637655
EP4009585A1;DIGITAL RADIO COMMUNICATIONS;GB;NORDIC SEMICONDUCTOR ASA  ( NO );NORDIC SEMICONDUCTOR ASA (NO);NORDIC SEMICONDUCTOR ASA (NO);NORDIC SEMICONDUCTOR ASA;08.jun.22;1-Dec-2021;"H04B1/40; H04L9/12; H04L63/0876; H04W8/005; H04W12/08; H04L2209/805; H04L2209/42; H04L63/0428; H04W12/02; H04W12/0471; H04W4/80; H04L63/0407";"H04L9/40; H04L9/06; H04W12/02; H04W12/08";"US11917402B2 / US2022174484A1
 EP4009585A1
 CN114584169A
 GB202018926D0";GB, US, EP, CN;EP;18.26;01-Dec-2020;2020;DEHNS (LONDON EC4Y 8JD, GB);ST BRIDE'S HOUSE 10 SALISBURY SQUARE;NO;NO-2;1;2;DEAD;22.mai;No;No;None;mai.94;15.59;32.75;Application;74099755
EP2957933A3;ELECTRODE ADAPTER FOR GEOPHYSICAL SURVEYS;US;PGS GEOPHYSICAL AS  ( NO );PGS GEOPHYSICAL AS (NO);PGS GEOPHYSICAL AS (NO);PETROLEUM GEO SERVICE ASA;27.apr.16;15.jun.15;"G01V3/12; G01V1/201; G01V3/36; G01V3/165";G01V3/12;"US10012751B2 / US2015369945A1
 EP2957933A2 / EP2957933A3";US, EP;EP;13.24;"18-Jun-2014
05-Dec-2014";2014;GILL JENNINGS & EVERY LLP (LONDON EC2A 2ES, GB);THE BROADGATE TOWER 20 PRIMROSE STREET;NO;NO-1;1;1;DEAD;0;No;No;None;23.25;27.apr;4;Application;53397954
EP2942434B1;DEVICE AND METHOD FOR PRODUCTION OF ASPHALT, INCLUDING ADDITION OF WATER;NO;AURSTAD BRYNJAR  ( NO );AURSTAD BRYNJAR (NO);AURSTAD BRYNJAR (NO);AURSTAD BRYNJAR;17-May-2017;30.mar.15;E01C19/1077;E01C19/10;"EP2942434A1 / EP2942434B1
 NO337011B1 / NO20140434A1";NO, EP;EP;13.65;03.apr.14;2014;CURO AS (7075 TILLER, NO);VESTRE ROSTEN 81;NO;NO-1;1;1;ALIVE;37;No;No;None;02.mar;16.jan;12.aug;Patent;53191454
EP2858469B1;Electronic enclosure device;GB;VALEO EAUTOMOTIVE NORWAY AS;VALEO POWERTRAIN ENERGY CONVERSION AS (NO);VALEO POWERTRAIN ENERGY CONV AS (NO);VALEO SA;11.sep.19;3-Oct-2014;"H05K5/061; H05K5/069; H05K7/1427; H05K5/0052; H05K5/0026";"H05K5/06; H05K7/14";"US9338911B2 / US2015098200A1
 EP2858469A2 / EP2858469A3 / EP2858469B1
 CN104703424A / CN104703424B
 GB2518869A / GB2518869B / GB201317535D0";GB, US, EP, CN;EP;26.jun;03-Oct-2013;2013;ARGYMA (31000 TOULOUSE, FR);36 RUE D'ALSACE LORRAINE;NO;NO-1;1;1;ALIVE;44;No;No;None;14.23;des.94;36.05;Patent;49630154
EP2447737B1;Method and device for fault analysis and redundancy switching in a power supply for an instrument cable towed in water;NO;KONGSBERG SEATEX AS  ( NO );KONGSBERG SEATEX AS (NO);KONGSBERG SEATEX AS (NO);KONGSBERG SEATEX AS;29-May-2013;18-Oct-2011;"G01V1/38; G01R31/52";"G01V1/38; G01R31/52";"US2012106012A1
 EP2447737A1 / EP2447737B1
 DK2447737T3
 ES2422207T3
 BRPI1106815A2 / BRPI1106815A8 / BRPI1106815B1
 NO332207B1 / NO20101515A1";DK, ES, NO, BR, US, EP;EP;26.78;28-Oct-2010;2010;CURO AS (7080 HEIMDAL, NO);INDUSTRIVEIEN 53;NO;NO-1;1;1;ALIVE;44;No;No;None;18.86;18.85;28.mai;Patent;44799855
EP2308569B1;Ski pole;NO;SWIX SPORT AS  ( NO );SWIX SPORT AS (NO);SWIX SPORT AS (NO);SWIX SPORT AS;04.nov.15;29.sep.10;A63C11/227;A63C11/22;"US8282131B2 / US2011084471A1
 EP2308569A2 / EP2308569A3 / EP2308569B1
 JP2011078778A
 CA2716588A1 / CA2716588C
 RU2562045C2 / RU2010140230A
 NO330814B1 / NO20093125A1";EP, US, RU, CA, NO, JP;EP;28.46;09-Oct-2009;2009;ONSAGERS AS (0123 OSLO, NO);MUNKEDAMSVEIEN 35 PO BOX 1813 VIKA;NO;NO-3;1;3;ALIVE;47.5;No;No;None;13.jul;23.76;37.85;Patent;43545754
EP3537185A1;A METHOD FOR MARINE SEISMIC SURVEYING;US;PGS GEOPHYSICAL AS  ( NO );PGS GEOPHYSICAL AS (NO);PGS GEOPHYSICAL AS (NO);PETROLEUM GEO SERVICE ASA;11.sep.19;27-May-2010;"G01V1/006; G01V1/36; G01V1/3808; G01V2210/56";G01V1/38;"US9110180B2 / US2013088235A1
 US9684086B2 / US2016047930A1
 EP2259091A2 / EP2259091A3 / EP2259091B1
 EP3531170A1
 EP3537185A1
 MX2010006007A
 IN274250A1 / IN-CHE-2010-00523A
 IN-KOL-2010-00523A
 CA2704348A1 / CA2704348C
 EA021420B1 / EA201000707A1 / EA201000707B1
 BRPI1001848A2 / BRPI1001848B1
 EG25763A
 MY161313A";US, EP, BR, IN, MX, MY, CA, EA, EG;EP;44.13;"02-Jun-2009
27-May-2010";2009;GILL JENNINGS & EVERY LLP (LONDON EC2A 2ES, GB);THE BROADGATE TOWER 20 PRIMROSE STREET;NO;"NO-1; GB-1";1;2;DEAD;50;No;No;None;47.76;41.98;36.1;Application;42751655
EP2372205A1;Underwater cable protection connector;EP;HELGESSON BJOERN  ( SE ),MEISSINGSET SVERRE  ( NO );"HELGESSON BJOERN (SE); MEISSINGSET SVERRE (NO)";"HELGESSON BJOERN (SE); MEISSINGSET SVERRE (NO)";HELGESSON BJOERN, MEISSINGSET SVERRE;5-Oct-2011;19.mar.10;F16L1/123;F16L1/12;EP2372205A1;EP;EP;apr.47;19.mar.10;2010;None;None;SE, NO;"SE-1; NO-1";2;2;DEAD;0;No;No;None;08.jan;des.27;0;Application;42647354
EP2027944B1;Method for environmental stabilization of graves;NO;PROTEMPRA AS  ( NO );PROTEMPRA AS (NO);PROTEMPRA AS (NO);PROTEMPRA AS;21.apr.10;27.jun.08;"B09B3/00; B09C1/08";"B09B3/00; B09C1/08";"EP2027944A2 / EP2027944A3 / EP2027944B1
 DE602008001038D1
 DK2027944T3
 ATE464956T1
 NO329282B1 / NO20073344L
 PT2027944E";DE, EP, DK, AT, NO, PT;EP;25.32;28.jun.07;2007;"BALLE MORTEN (0352 OSLO, NO); BALLE MORTEN ET AL IID 09409481 PROTECTOR IP CONSULTANTS AS OSCARSGATE 20 0352 OSLO NO";PROTECTOR IP CONSULTANTS AS OSCARSGATE 20;NO;NO-1;1;1;ALIVE;47.5;No;No;None;15.95;16.68;25.sep;Patent;40227855
EP1873479B1;Device for distance measurement;EP;ABB AS  ( NO );ABB AS (NO);ABB AS (NO);ABB LTD;17.sep.14;27.jun.06;G01B7/023;G01B7/02;EP1873479A1 / EP1873479B1;EP;EP;15.32;27.jun.06;2006;"SAVELA REINO ALEKSI (721 83 VÄSTERÅS, SE); SAVELA REINO ALEKSI ET AL IID 101210699 ABB AB INTELLECTUAL PROPERTY INGENJOR BAATHS GATA 11 VASTERAS 721 83 SE 721 83";ABB AB INTELLECTUAL PROPERTY INGENJÖR BÅÅTHS GATA 11;NO;NO-2;1;2;ALIVE;33.5;No;No;None;aug.81;26.24;aug.25;Patent;37019055
EP1780349A3;Roof accessory;NO;HANSEN ULF  ( NO );HANSEN ULF (NO);HANSEN ULF (NO);HANSEN ULF;11.apr.12;25-Oct-2006;"E04D13/1656; E04D13/02; E04D2013/0486; E04B7/18; E04D13/0445; E04D2013/0454; E04D13/1475";"E04D13/147; E04B7/18; E04D; E04D13/02; E04D13/04";"EP1780349A2 / EP1780349A3
 NO20054990D0 / NO20054990L";NO, EP;EP;30.24;26-Oct-2005;2005;"SUNDIEN THOMAS (2900 HELLERUP, DK); SUNDIEN THOMAS ET AL IID 100044687 ZACCO DENMARK A S HANS BEKKEVOLDS ALLE 7 2900 HELLERUP DK";ZACCO DENMARK A/S HANS BEKKEVOLDS ALLÉ 7;NO;NO-1;1;1;DEAD;0;No;No;None;26;48.42;50;Application;35432854
EP1376546A1;Head used in combination with wide tape media;US;MASS PADERNI LOREDANO SNC  ( NO );MASS PADERNI LOREDANO SNC (NO);MASS AS O (NO);MASS PADERNI LOREDANO SNC;02.jan.04;16-Dec-2002;G11B5/60;G11B5/60;"US2003235011A1
 EP1376546A1";EP, US;EP;27.62;21.jun.02;2002;TONHARDT MARION (80336 MÜNCHEN, DE);FORRESTER &AMP BOEHMERT PETTENKOFERSTRASSE 20 22;NO;NO-3;1;3;DEAD;0;No;No;None;45.42;37.57;19;Application;29717855
EP4249702A1;A DEVICE, A SYSTEM, AND A METHOD FOR FACILITATING ASSEMBLING A SLATTED SURFACE ONTO A BUILDING STRUCTURE;NO;WOODLINK AS  ( NO );WOODLINK AS (NO);WOODLINK AS (NO);WOODLINK AS;27.sep.23;07.mar.23;"E04F13/10; E04F15/02044; E04F15/02183; E04F13/0805; E04F13/0846; E04F13/0862; E04B9/363; E04B9/061; E04B9/28; E04B9/26";"E04F13/10; E04B9/36; E04F15/02";EP4249702A1;EP;EP;jul.67;"22-Mar-2022
21-Nov-2022";2022;HAMS PATENTBYRA AS (4068 STAVANGER, NO);PO BOX 9;NO;NO-1;1;1;DEAD;07.des;No;No;None;mai.69;14.93;aug.25;Application;85511042
EP3482475A1;CONTROL SYSTEM AND METHOD FOR AN ELECTRIC ACTUATOR WITH FAIL-SAFE FUNCTIONALITY;NO;VETCO GRAY SCANDINAVIA AS  ( NO );VETCO GRAY SCANDINAVIA AS (NO);VETCO GRAY SCANDINAVIA AS (NO);GENERAL ELECTRIC CO;15-May-2019;10.jul.17;"H02P29/032; H02J9/061; F16K31/04; H02K2213/06; H02K11/33; H02K11/0094";"H02J9/06; F16K31/04; H02H7/085";"US10931178B2 / US2019229591A1
 EP3482475A1
 AU2017295902A1 / AU2017295902B2
 BR112018077370A2
 NO342871B1 / NO20171029A1";EP, BR, NO, AU, US;EP;22.jun;"11-Jul-2016
23-Jun-2017
10-Jul-2017";2016;ILLINGWORTH LAW WILLIAM ILLINGWORTH (LONDON W6 8BJ, GB);GPO EUROPE GE INTERNATIONAL INC THE ARK 201 TALGARTH ROAD HAMMERSMITH;NO;NO-1;1;1;ALIVE;41.5;No;No;None;jul.92;18.74;30.85;Application;61094609
EP3009050B1;COUPLING DEVICE;NO;EKORNES ASA  ( NO );EKORNES ASA (NO);EKORNES ASA (NO);EKORNES ASA;28.feb.18;16-Oct-2015;A47C19/028;A47C19/02;"EP3009050A1 / EP3009050B1
 DK3009050T3
 ES2662857T3
 NO20141248A1
 PT3009050T
 LT3009050T
 PL3009050T3";EP, LT, NO, PL, PT, ES, DK;EP;21.41;17-Oct-2014;2014;OSLO PATENTKONTOR AS (0306 OSLO, NO);PO BOX 7007M;NO;NO-1;1;1;ALIVE;51;No;No;None;0.95;16.22;30.jul;Patent;54359843
EP3015027B1;SYSTEM AND METHOD FOR ATTACHING A HEADBOARD TO A BED;NO;EKORNES ASA  ( NO );EKORNES ASA (NO);EKORNES ASA (NO);EKORNES ASA;30.aug.17;16-Oct-2015;A47C19/022;A47C19/02;"EP3015027A1 / EP3015027B1
 DK3015027T3
 NO338976B1 / NO20141246A1
 LT3015027T
 PL3015027T3";LT, PL, NO, DK, EP;EP;22.25;17-Oct-2014;2014;OSLO PATENTKONTOR AS (0306 OSLO, NO);PO BOX 7007M;NO;NO-1;1;1;ALIVE;47.5;No;No;None;nov.57;16.78;21.mai;Patent;54359842
EP2924469A1;Information system and method;EP;SINVENT AS  ( NO );SINVENT AS (NO);SINVENT AS (NO);SINVENT AS;30.sep.15;26.mar.15;"G01S19/48; G01S5/0284";"G01S19/48; G01S5/02";EP2924469A1;EP;EP;04.sep;"27-Mar-2014
26-Mar-2015";2014;HALEY STEPHEN (LONDON EC2A 2ES, GB);GILL JENNINGS & EVERY LLP THE BROADGATE TOWER 20 PRIMROSE STREET;NO;NO-2;1;2;DEAD;0;No;No;None;jul.42;nov.19;0;Application;50391043
EP2511996B1;Subsea cable installation unit;EP;ALCATEL SUBMARINE NETWORKS NORWAY AS;OPTOPLAN AS (NO);OPTOPLAN AS (NO);ALCATEL SUBMARINE NETWORKS NORWAY AS;14-May-2014;15.apr.11;"G02B6/506; H02G1/10; H02G9/02";"H02G9/02; H02G1/10; H02G9/12";"US10153626B2 / US2012263540A1
 EP2511996A1 / EP2511996B1
 DK2511996T3
 BR102012004606A2 / BR102012004606B1";EP, BR, DK, US;EP;25.64;15.apr.11;2011;PLOUGMANN & VINGTOFT A S (2300 COPENHAGEN S, DK);RUED LANGGAARDS VEJ 8;NO;NO-1;1;1;ALIVE;44;No;No;None;17.jan;19.95;26.jul;Patent;44529843
EP2465848A1;Triazolylpiperidine derivatives and method for making the same;EP;BERGEN TEKNOLOGIEVERFORING AS  ( NO );BERGEN TEKNOLOGIEVERFORING AS (NO);BERGEN TEKNOLOGIOVERFOERING AS (NO);BERGEN TEKNOLOGIEVERFORING AS;20.jun.12;14-Dec-2010;"C07D211/42; C07F7/1804; C07D403/04";"C07D211/42; C07D403/04; C07F7/10; C07F7/18";EP2465848A1;EP;EP;jan.38;14-Dec-2010;2010;"KRONCKE ROLF (30173 HANNOVER, DE); KRONCKE ROLF ET AL IID 101214569 GRAMM LINS & PARTNER GBR FREUNDALLEE 13 A 30173 HANNOVER DE";GRAMM LINS & PARTNER GBR FREUNDALLEE 13 A;NO;NO-3;1;3;DEAD;0;No;No;None;0.13;13.26;0;Application;43921042
EP2355368B1;Telecommunication component and wireless communication system for coupling a cellular mobile telecommunication device to an NFC terminal;EP;MORPHO CARDS GMBH ,SIMLINK AS ,STMICROELECTRONICS ROUSSET SAS ,TELENOR ASA  ( NO ),SAGEM ORGA GMBH  ( DE );"MORPHO CARDS GMBH (DE); STMICROELECTRONICS ROUSSET SAS (FR); TELENOR ASA (NO)";"MORPHO CARDS GMBH (DE); ST MICROELECTRONICS ROUSSET (FR); TELENOR ASA (NO)";SAFRAN SA, SIMLINK AS, STMICROELECTRONICS NV, TELENOR ASA;27.mar.13;29.jan.10;"H04W4/80; H04W4/50";H04B5/00;"EP2355368A1 / EP2355368B1
 ES2413954T3";ES, EP;EP;24.32;29.jan.10;2010;RICHARDT PATENTANWALTE (65185 WIESBADEN, DE);WILHELMSTRAßE 7;DE, FR, NO;"FR-2; NO-1";3;3;ALIVE;37;No;No;None;25.52;25.38;13.sep;Patent;42236927
EP1858167A3;Transmission of data using the difference between two messages;US;SCALI AS  ( NO );SCALI AS (NO);SCALI AS (NO);SCALI AS;12.mar.08;9-May-2007;H03M13/09;H03M13/09;"US7751486B2 / US2007268985A1
 EP1858167A2 / EP1858167A3";EP, US;EP;26.jul;19-May-2006;2006;"BOYCE CONOR (DUBLIN 4, IE); BOYCE CONOR ET AL IID 00074271 F R KELLY & CO 27 CLYDE ROAD BALLSBRIDGE DUBLIN 4 IE";F R KELLY & CO 27 CLYDE ROAD BALLSBRIDGE;NO;NO-3;1;3;DEAD;37;No;No;None;25.sep;31.16;20.mai;Application;38375643
EP1796200A1;Bifunctional air electrode;EP;REVOLT TECHNOLOGY AS  ( NO );REVOLT TECHNOLOGY AS (NO);REVOLT TECHNOLOGY AS (NO);REVOLT TECHNOLOGY AS;13.jun.07;6-Dec-2005;"H01M4/8896; H01M4/8615; H01M4/9016; H01M12/08; Y02E60/10";"H01M12/04; H01M4/86; H01M4/88; H01M4/90; H01M12/06; H01M12/08";"EP1796200A1
 ATE547822T1
 BRPI0619404A2";EP, BR, AT;EP;14.jun;06-Dec-2005;2005;"MARCHANT JAMES IAN (SEVENOAKS KENT TN13 1XR, GB); MARCHANT JAMES IAN IID 00033511 ELKINGTON & FIFE LLP PROSPECT HOUSE 8 PEMBROKE ROAD SEVENOAKS KENT TN13 1XR GB";ELKINGTON AND FIFE LLP PROSPECT HOUSE 8 PEMBROKE ROAD;NO;NO-1;1;1;DEAD;33.5;No;No;None;aug.58;19.jul;aug.55;Application;36168443
EP1790722A1;Recombinant bacteria and uses thereof;GB;EL GEWELY MOHAMMED RAAFAT  ( NO );EL GEWELY MOHAMMED RAAFAT (NO);EL GEWELY MOHAMMED RAAFAT (NO);EL GEWELY MOHAMMED RAAFAT;30-May-2007;24.nov.06;C12N9/1252;C12N15/09;"US2007134765A1
 EP1790722A1
 GB0523949D0";GB, US, EP;EP;okt.42;24.nov.05;2005;"GARDNER REBECCA KATHERINE (LONDON EC4Y 8JD, GB); GARDNER REBECCA KATHERINE ET AL IID 00090041 FRANK B DEHN & CO ST BRIDE S HOUSE 10 SALISBURY SQUARE LONDON EC4Y 8JD GB";FRANK B DEHN & CO ST BRIDE'S HOUSE 10 SALISBURY SQUARE;NO;NO-1;1;1;DEAD;25.des;No;No;None;0.5;18.jul;11.mar;Application;35601142
EP1643125B1;Cooling device for piston machinery;NO;SPERRE MEK VERKSTED  ( NO );SPERRE MEK VERKSTED (NO);SPERRE MEK VERKSTED AS (NO);SPERRE MEK VERKSTED;27-May-2009;23.sep.05;"F05B2260/60; F04B39/066; F04B53/08; F05B2210/12; Y10S415/00; F05B2260/208; F04B39/064; Y10S417/00";"F04B39/06; F04B39/00; F04B53/08; F04D29/00; F04D29/20; F04D29/60";"US7819639B2 / US2006067839A1
 EP1643125A2 / EP1643125A3 / EP1643125B1
 JP4545668B2 / JP2006105584A
 DE602005014596D1
 CN1760549A / CN100476206C
 ES2327751T3
 KR100949413B1 / KR20060051599A
 ATE432418T1
 NO322287B1 / NO20044052D0 / NO20044052L";NO, AT, CN, KR, ES, US, DE, EP, JP;EP;78.58;24.sep.04;2004;"ONSAGERS LTD (LONDON SW1Y 4LR, GB); ONSAGERS LTD IID 00112541 C O INNOVATION NORWAY 5 LOWER REGENT STREET LONDON SW1Y 4LR GB";C/O INNOVATION NORWAY 5 LOWER REGENT STREET;NO;NO-1;1;1;ALIVE;87;No;No;None;66.85;61.77;94.21;Patent;35057642
EP1607449B1;IMPREGNATING AGENT FOR TREATING FISH FARMING NETS;NO;NETKEM AS  ( NO );NETKEM AS (NO);NETKEM AS (NO);NETKEM AS;06.jan.16;17.jun.05;"C09D5/1606; D06M13/005; A01N25/34; A01K75/00; D06M16/00; A01N63/10; A01N25/12; A01N37/44; A01N53/00; A01N59/00; A01N65/00";"C09D5/00; A01N63/10; C09D5/16; D06M16/00";"EP1607449A1 / EP1607449B1
 ES2560446T3
 NO320869B1 / NO20042548D0
 PT1607449E";EP, ES, NO, PT;EP;52.48;17.jun.04;2004;LILLEGRAVEN RITA (0125 OSLO, NO);ZACCO NORWAY AS PATENT DEPARTMENT HAAKON VII'S GT 2 PO BOX 2003 VIKA;NO;NO-3;1;3;ALIVE;75;No;No;None;34.73;65.6;56.74;Patent;34942843
EP1426884A1;Database constraint enforcer;US;NORSYNC TECHNOLOGY AS;IT LIBERATOR AS (NO);IT LIBERATOR AS (NO);NORSYNC TECHNOLOGY AS;09.jun.04;26.nov.03;"Y10S707/99938; Y10S707/99932; G06F16/283; G06F16/24565; Y10S707/99933; Y10S707/99939";G06F17/30;"US7502791B2 / US2004107200A1
 EP1426884A1";US, EP;EP;47.69;26.nov.02;2002;BRIDDES SAM (LONDON SW1Y 4LR, GB);ONSAGERS LTD C/O INNOVATION NORWAY 5 LOWER REGENT STREET;NO;NO-2;1;2;DEAD;82.21;No;No;None;31.72;42.19;47.81;Application;32313143
EP1381031A1;Matrix of integrated magnetic recording heads of thin film technology;EP;MASS PADERNI LOREDANO SNC  ( NO );MASS PADERNI LOREDANO SNC (NO);MASS AS O (NO);MASS PADERNI LOREDANO SNC;14.jan.04;12.jul.02;"G11B5/23; G11B5/4915; G11B5/488; G11B5/4976; G11B5/3183; G11B5/313; G11B15/12; G11B5/00813; G11B5/17; G11B5/3106; G11B5/3103; G11B5/4893";"G11B5/008; G11B5/17; G11B5/23; G11B5/31; G11B5/48; G11B5/49; G11B15/12; G11B5/33";EP1381031A1;EP;EP;13.16;12.jul.02;2002;TONHARDT MARION (80336 MÜNCHEN, DE);FORRESTER &AMP BOEHMERT PETTENKOFERSTRASSE 20 22;NO;"FR-4; NO-1";1;5;DEAD;0;No;No;None;21.88;44.08;0;Application;29724443
EP1382364A1;Intake valve;NO;LAERDAL MEDICAL AS  ( NO );LAERDAL MEDICAL AS (NO);LAERDAL MEDICAL AS (NO);LAERDAL MEDICAL AS;21.jan.04;04.jul.03;"A61M16/0084; A61M16/0078; A61M16/207; A61M16/208; A61M16/12";"A61M16/00; A61M16/12; A61M16/20; F16K24/00; F16K24/02";"US2004007235A1
 EP1382364A1
 JP2004036893A
 AU2003207042A1 / AU2003207042B2
 HK1062651A
 NO318093B1 / NO20023404D0";NO, AU, HK, US, EP, JP;EP;37.24;15.jul.02;2002;WOLFF FELIX DR (50668 KÖLN, DE);KUTZENBERGER & WOLFF THEODOR HEUSS RING 23;NO;NO-1;1;1;DEAD;0;No;No;None;52.72;10.mai;50.5;Application;19913843
EP4119788B1;AN APPARATUS AND A METHOD FOR EXTRACTING HYDROSTATIC ENERGY FROM SEA WAVES;NO;EUREK AS  ( NO );EUREK AS (NO);EUREK AS (NO);EUREK AS;20.mar.24;05.jul.22;"F03B13/148; F05B2210/18; F05B2260/406; Y02E10/30; F05B2210/11; F05B2210/12; F03B13/24";F03B13/14;"EP4119788A1 / EP4119788B1 / EP4119788C0
 ES2977375T3
 NO347945B1 / NO20210900A1";EP, NO, ES;EP;sep.99;13.jul.21;2021;HAMS PATENTBYRA AS (4068 STAVANGER, NO);PO BOX 9;NO;NO-1;1;1;ALIVE;16;No;No;None;mar.95;13.68;12.aug;Patent;82546990
